id_order_detail,id_user,id_produk,jumlah_pembelian,subtotal_transaksi,metode_bayar,rating_transaksi,jam_pesanan,waktu_pesanan,nama_produk,kategori_produk,harga_asli_produk,stok_aktual,total_terjual_global,rating_rata_rata_produk,is_organik
51245,1062,125,1,18000,COD,5,19,2026-04-13 19:08:00,Pisang Raja,Buah-buahan,18000,58,77,4.26,0
51246,1058,158,1,22000,Transfer Bank,4,13,2026-06-04 13:35:20,Bit Merah Organik,Umbi-umbian,22000,44,56,4.58,1
51247,1301,143,1,20000,Transfer Bank,5,8,2026-06-03 08:16:45,Kunyit Organik,Rempah,20000,27,71,4.01,1
51248,1169,117,1,8000,Transfer Bank,5,20,2026-02-06 20:51:43,Jagung Manis Organik,Sayuran,9000,11,72,4.35,1
51249,1191,133,3,120000,QRIS,5,7,2026-02-01 07:50:15,Alpukat Organik,Buah-buahan,40000,25,42,4.23,1
51250,1166,149,3,87500,COD,2,17,2026-04-07 17:44:12,Bawang Putih,Rempah,32000,41,58,4.07,0
51251,1496,157,3,54000,Transfer Bank,3,17,2026-01-08 17:31:19,Kentang Granola,Umbi-umbian,18000,73,74,4.01,0
51252,1434,157,1,16500,QRIS,3,20,2026-03-01 20:20:58,Kentang Granola,Umbi-umbian,18000,73,74,4.01,0
51253,1240,134,1,16000,Transfer Bank,4,8,2026-02-20 08:53:13,Jambu Biji Merah,Buah-buahan,16000,37,66,3.93,0
51254,1113,124,3,15000,QRIS,3,19,2026-05-16 19:42:37,Daun Singkong,Sayuran,5000,70,81,3.68,0
51255,1041,113,1,32000,QRIS,3,20,2026-02-04 20:09:50,Cabai Rawit,Sayuran,32000,116,61,4.37,0
51256,1236,106,5,60000,QRIS,3,18,2026-03-14 18:34:53,Wortel Baby,Sayuran,12000,103,70,4.11,0
51257,1411,128,2,70000,QRIS,3,10,2026-03-25 10:31:18,Mangga Gedong Gincu,Buah-buahan,35000,94,44,4.22,0
51258,1087,139,2,37500,QRIS,4,7,2026-01-15 07:06:36,Semangka Tanpa Biji,Buah-buahan,20000,37,57,3.6,0
51259,1214,127,1,26000,Transfer Bank,1,11,2026-02-04 11:26:18,Mangga Harum Manis,Buah-buahan,28000,74,56,3.8,0
51260,1426,127,3,77000,Transfer Bank,2,20,2026-05-01 20:53:37,Mangga Harum Manis,Buah-buahan,28000,74,56,3.8,0
51261,1362,153,1,13000,COD,3,8,2026-05-10 08:53:47,Ubi Jalar Ungu,Umbi-umbian,14000,52,78,3.92,0
51262,1491,168,2,60000,QRIS,4,3,2026-01-03 03:22:10,Jamur Merang Segar,Jamur,30000,56,58,4.16,0
51263,1111,137,1,40500,QRIS,5,10,2026-01-19 10:39:01,Stroberi Organik,Buah-buahan,45000,12,43,4.61,1
51264,1466,112,2,52500,QRIS,2,13,2026-05-16 13:30:47,Cabai Merah Besar,Sayuran,28000,107,62,4.03,0
51265,1149,118,1,8000,QRIS,2,8,2026-04-06 08:13:57,Pakcoy Segar,Sayuran,8000,111,85,3.91,0
51266,1214,123,4,24000,COD,5,6,2026-03-05 06:26:33,Kemangi Segar,Sayuran,6000,30,80,4.57,1
51267,1394,103,1,8500,Transfer Bank,5,14,2026-03-19 14:26:32,Sawi Hijau Organik,Sayuran,10000,52,74,4.68,1
51268,1436,130,2,56000,COD,5,6,2026-02-08 06:51:11,Jeruk Siam Organik,Buah-buahan,28000,36,69,4.6,1
51269,1159,101,2,18000,COD,4,21,2026-02-04 21:17:40,Kangkung Organik,Sayuran,9000,38,80,4.27,1
51270,1370,102,1,8000,QRIS,3,14,2026-02-23 14:24:06,Sawi Hijau,Sayuran,8500,47,81,4.01,0
51271,1082,159,3,84000,Transfer Bank,3,7,2026-04-21 07:02:03,Jamur Tiram Putih,Jamur,28000,64,51,4.07,0
51272,1388,132,2,64000,QRIS,4,8,2026-02-21 08:44:46,Alpukat Mentega,Buah-buahan,32000,117,55,4.0,0
51273,1489,129,1,19000,QRIS,4,17,2026-06-02 17:45:37,Jeruk Peras,Buah-buahan,22000,118,55,4.06,0
51274,1068,112,1,28000,QRIS,4,13,2026-02-03 13:04:56,Cabai Merah Besar,Sayuran,28000,107,62,4.03,0
51275,1338,164,4,100000,Transfer Bank,4,8,2026-02-02 08:36:32,Jamur Enoki Segar,Jamur,25000,30,53,4.66,0
51276,1152,110,1,16000,Transfer Bank,4,13,2026-01-05 13:55:44,Tomat Cherry,Sayuran,16000,44,64,3.9,0
51277,1096,164,2,50000,Transfer Bank,5,8,2026-02-07 08:53:57,Jamur Enoki Segar,Jamur,25000,30,53,4.66,0
51278,1305,141,4,112000,QRIS,5,11,2026-05-12 11:01:14,Jahe Merah Organik,Rempah,28000,18,59,4.37,1
51279,1148,168,1,30000,QRIS,3,18,2026-06-08 18:00:23,Jamur Merang Segar,Jamur,30000,56,58,4.16,0
51280,1471,134,5,80000,QRIS,4,8,2026-01-18 08:38:47,Jambu Biji Merah,Buah-buahan,16000,37,66,3.93,0
51281,1423,151,2,30000,Transfer Bank,5,16,2026-04-02 16:13:12,Ubi Cilembu,Umbi-umbian,15000,62,62,4.5,0
51282,1239,134,3,48000,QRIS,3,7,2026-03-21 07:35:23,Jambu Biji Merah,Buah-buahan,16000,37,66,3.93,0
51283,1181,166,4,173500,Transfer Bank,5,4,2026-03-05 04:46:46,Jamur King Oyster Organik,Jamur,48000,15,38,4.96,1
51284,1099,166,2,85000,Transfer Bank,5,16,2026-02-26 16:44:29,Jamur King Oyster Organik,Jamur,48000,15,38,4.96,1
51285,1469,162,1,52000,Transfer Bank,4,5,2026-02-05 05:26:40,Jamur Shiitake Organik,Jamur,52000,59,30,4.67,1
51286,1074,158,2,44000,QRIS,5,13,2026-04-10 13:08:18,Bit Merah Organik,Umbi-umbian,22000,44,56,4.58,1
51287,1270,118,2,15000,QRIS,3,19,2026-01-02 19:50:00,Pakcoy Segar,Sayuran,8000,111,85,3.91,0
51288,1042,165,1,33000,QRIS,3,10,2026-01-21 10:55:06,Jamur King Oyster,Jamur,38000,34,52,3.9,0
51289,1184,106,5,60000,COD,3,14,2026-04-03 14:23:38,Wortel Baby,Sayuran,12000,103,70,4.11,0
51290,1419,137,1,40500,QRIS,5,14,2026-06-13 14:44:23,Stroberi Organik,Buah-buahan,45000,12,43,4.61,1
51291,1398,149,1,29500,COD,3,13,2026-03-13 13:56:54,Bawang Putih,Rempah,32000,41,58,4.07,0
51292,1337,156,5,80000,COD,3,9,2026-01-27 09:48:54,Talas Bogor,Umbi-umbian,16000,66,76,3.9,0
51293,1162,152,2,40000,Transfer Bank,4,19,2026-03-21 19:40:30,Ubi Cilembu Premium,Umbi-umbian,20000,37,59,4.53,1
51294,1154,140,1,22000,Transfer Bank,4,10,2026-04-15 10:11:47,Jahe Merah Segar,Rempah,22000,64,73,4.21,0
51295,1261,161,1,36500,QRIS,4,17,2026-02-03 17:57:24,Jamur Shiitake Segar,Jamur,42000,76,38,4.02,0
51296,1476,167,3,115500,COD,3,18,2026-03-26 18:35:48,Jamur Portobello,Jamur,45000,43,38,3.8,0
51297,1303,112,1,28000,Transfer Bank,3,7,2026-04-22 07:12:11,Cabai Merah Besar,Sayuran,28000,107,62,4.03,0
51298,1326,117,2,18000,QRIS,5,15,2026-02-24 15:58:14,Jagung Manis Organik,Sayuran,9000,11,72,4.35,1
51299,1464,130,5,129500,Transfer Bank,4,16,2026-03-16 16:09:00,Jeruk Siam Organik,Buah-buahan,28000,36,69,4.6,1
51300,1068,109,2,28000,QRIS,4,17,2026-03-08 17:53:09,Selada Organik,Sayuran,14000,20,65,4.16,1
51301,1224,112,2,56000,Transfer Bank,3,18,2026-03-20 18:18:35,Cabai Merah Besar,Sayuran,28000,107,62,4.03,0
51302,1115,168,4,106500,QRIS,4,6,2026-06-23 06:30:57,Jamur Merang Segar,Jamur,30000,56,58,4.16,0
51303,1346,100,2,16000,QRIS,5,16,2026-06-01 16:51:37,Bayam Hijau Segar,Sayuran,8000,83,75,4.15,0
51304,1007,107,2,25500,QRIS,5,9,2026-02-07 09:46:21,Wortel Baby Organik,Sayuran,15000,28,77,4.51,1
51305,1287,112,1,28000,QRIS,3,6,2026-02-19 06:08:42,Cabai Merah Besar,Sayuran,28000,107,62,4.03,0
51306,1432,149,2,64000,QRIS,3,19,2026-05-07 19:37:29,Bawang Putih,Rempah,32000,41,58,4.07,0
51307,1185,138,3,54000,Transfer Bank,4,18,2026-01-19 18:54:39,Nanas Madu,Buah-buahan,18000,110,62,4.25,0
51308,1262,157,1,18000,Transfer Bank,3,10,2026-04-16 10:06:06,Kentang Granola,Umbi-umbian,18000,73,74,4.01,0
51309,1403,110,2,28000,COD,3,13,2026-01-17 13:01:05,Tomat Cherry,Sayuran,16000,44,64,3.9,0
51310,1491,165,2,76000,QRIS,4,2,2026-04-23 02:20:15,Jamur King Oyster,Jamur,38000,34,52,3.9,0
51311,1050,156,2,32000,Transfer Bank,3,6,2026-01-14 06:14:12,Talas Bogor,Umbi-umbian,16000,66,76,3.9,0
51312,1361,131,1,14000,Transfer Bank,4,10,2026-03-18 10:42:24,Pepaya California,Buah-buahan,14000,38,74,4.12,0
51313,1195,168,1,30000,QRIS,3,11,2026-02-08 11:55:38,Jamur Merang Segar,Jamur,30000,56,58,4.16,0
51314,1274,118,5,40000,QRIS,3,19,2026-01-20 19:45:17,Pakcoy Segar,Sayuran,8000,111,85,3.91,0
51315,1380,155,5,40000,QRIS,4,10,2026-05-15 10:36:42,Singkong Segar,Umbi-umbian,8000,117,83,4.07,0
51316,1381,105,1,19000,COD,4,19,2026-04-23 19:34:36,Brokoli Organik,Sayuran,22000,30,73,4.44,1
51317,1106,163,4,119000,QRIS,4,16,2026-02-19 16:26:08,Jamur Kuping Hitam,Jamur,32000,32,65,4.17,0
51318,1324,112,1,28000,QRIS,3,17,2026-01-07 17:06:07,Cabai Merah Besar,Sayuran,28000,107,62,4.03,0
51319,1018,140,5,104000,Transfer Bank,4,9,2026-04-01 09:10:02,Jahe Merah Segar,Rempah,22000,64,73,4.21,0
51320,1423,150,5,140000,Transfer Bank,3,11,2026-06-20 11:02:12,Cabai Kering,Rempah,28000,63,56,3.98,0
51321,1091,151,3,45000,QRIS,4,11,2026-01-11 11:12:00,Ubi Cilembu,Umbi-umbian,15000,62,62,4.5,0
51322,1417,142,1,15000,QRIS,5,14,2026-02-16 14:50:36,Kunyit Segar,Rempah,15000,62,72,4.29,0
51323,1483,118,2,16000,Transfer Bank,3,13,2026-05-09 13:11:09,Pakcoy Segar,Sayuran,8000,111,85,3.91,0
51324,1137,111,1,20000,QRIS,5,12,2026-06-24 12:33:17,Tomat Cherry Organik,Sayuran,20000,33,63,4.49,1
51325,1395,103,2,20000,QRIS,5,9,2026-06-08 09:31:32,Sawi Hijau Organik,Sayuran,10000,52,74,4.68,1
51326,1396,154,1,16000,QRIS,4,8,2026-02-23 08:27:10,Ubi Jalar Organik,Umbi-umbian,18000,16,62,4.14,1
51327,1098,132,2,64000,QRIS,4,8,2026-01-16 08:08:30,Alpukat Mentega,Buah-buahan,32000,117,55,4.0,0
51328,1400,123,3,18000,Transfer Bank,5,19,2026-02-12 19:51:51,Kemangi Segar,Sayuran,6000,30,80,4.57,1
51329,1492,102,1,8500,QRIS,3,22,2026-05-13 22:11:50,Sawi Hijau,Sayuran,8500,47,81,4.01,0
51330,1316,140,1,19500,Transfer Bank,4,5,2026-05-21 05:53:11,Jahe Merah Segar,Rempah,22000,64,73,4.21,0
51331,1127,161,1,36500,QRIS,2,19,2026-03-16 19:21:09,Jamur Shiitake Segar,Jamur,42000,76,38,4.02,0
51332,1373,134,1,16000,Transfer Bank,3,19,2026-06-23 19:43:39,Jambu Biji Merah,Buah-buahan,16000,37,66,3.93,0
51333,1492,130,3,71500,Transfer Bank,4,15,2026-04-20 15:44:54,Jeruk Siam Organik,Buah-buahan,28000,36,69,4.6,1
51334,1453,114,1,9000,QRIS,4,7,2026-02-18 07:15:44,Terong Ungu,Sayuran,9000,91,76,4.02,0
51335,1313,149,2,64000,QRIS,3,17,2026-03-24 17:09:13,Bawang Putih,Rempah,32000,41,58,4.07,0
51336,1205,150,1,28000,Transfer Bank,3,10,2026-03-15 10:04:07,Cabai Kering,Rempah,28000,63,56,3.98,0
51337,1077,162,1,52000,QRIS,5,10,2026-05-01 10:00:56,Jamur Shiitake Organik,Jamur,52000,59,30,4.67,1
51338,1061,156,1,16000,Transfer Bank,5,10,2026-06-16 10:16:31,Talas Bogor,Umbi-umbian,16000,66,76,3.9,0
51339,1458,150,1,25500,Transfer Bank,3,10,2026-05-20 10:45:24,Cabai Kering,Rempah,28000,63,56,3.98,0
51340,1233,149,1,27500,Transfer Bank,3,13,2026-05-08 13:31:54,Bawang Putih,Rempah,32000,41,58,4.07,0
51341,1373,122,3,24000,COD,4,10,2026-05-23 10:18:46,Kol Putih,Sayuran,8000,118,72,4.54,0
51342,1063,140,5,110000,QRIS,5,8,2026-01-05 08:22:12,Jahe Merah Segar,Rempah,22000,64,73,4.21,0
51343,1174,126,2,30000,Transfer Bank,3,3,2026-03-13 03:13:47,Pisang Cavendish,Buah-buahan,15000,44,71,3.74,0
51344,1094,114,1,9000,COD,3,5,2026-04-02 05:16:58,Terong Ungu,Sayuran,9000,91,76,4.02,0
51345,1435,162,3,156000,COD,5,19,2026-06-13 19:09:16,Jamur Shiitake Organik,Jamur,52000,59,30,4.67,1
51346,1061,160,2,70000,QRIS,4,9,2026-02-23 09:30:56,Jamur Tiram Organik,Jamur,35000,26,48,4.01,1
51347,1068,113,3,86000,QRIS,4,20,2026-05-22 20:15:23,Cabai Rawit,Sayuran,32000,116,61,4.37,0
51348,1115,153,1,14000,QRIS,3,7,2026-04-25 07:11:15,Ubi Jalar Ungu,Umbi-umbian,14000,52,78,3.92,0
51349,1308,116,1,7000,QRIS,4,10,2026-01-02 10:01:52,Jagung Manis,Sayuran,7000,114,80,3.83,0
51350,1118,167,1,45000,Transfer Bank,3,11,2026-03-24 11:14:16,Jamur Portobello,Jamur,45000,43,38,3.8,0
51351,1367,155,1,8000,Transfer Bank,4,13,2026-05-03 13:58:58,Singkong Segar,Umbi-umbian,8000,117,83,4.07,0
51352,1302,147,1,8000,Transfer Bank,5,16,2026-05-14 16:38:40,Sereh Segar,Rempah,8000,102,83,4.52,0
51353,1347,124,3,13000,Transfer Bank,3,9,2026-02-17 09:06:29,Daun Singkong,Sayuran,5000,70,81,3.68,0
51354,1018,152,3,56500,QRIS,5,2,2026-04-24 02:32:55,Ubi Cilembu Premium,Umbi-umbian,20000,37,59,4.53,1
51355,1024,102,1,8500,QRIS,4,13,2026-04-03 13:51:31,Sawi Hijau,Sayuran,8500,47,81,4.01,0
51356,1264,163,2,64000,QRIS,5,6,2026-06-12 06:28:21,Jamur Kuping Hitam,Jamur,32000,32,65,4.17,0
51357,1099,116,1,6500,QRIS,2,14,2026-06-20 14:25:14,Jagung Manis,Sayuran,7000,114,80,3.83,0
51358,1070,146,2,24500,QRIS,5,14,2026-05-07 14:07:22,Lengkuas Segar,Rempah,14000,36,78,4.21,0
51359,1077,132,2,59000,QRIS,3,1,2026-02-14 01:13:01,Alpukat Mentega,Buah-buahan,32000,117,55,4.0,0
51360,1181,125,1,18000,Transfer Bank,4,21,2026-01-16 21:46:15,Pisang Raja,Buah-buahan,18000,58,77,4.26,0
51361,1373,105,4,88000,QRIS,5,20,2026-04-23 20:20:20,Brokoli Organik,Sayuran,22000,30,73,4.44,1
51362,1389,157,2,36000,Transfer Bank,4,19,2026-03-08 19:40:04,Kentang Granola,Umbi-umbian,18000,73,74,4.01,0
51363,1452,139,2,40000,Transfer Bank,2,19,2026-01-08 19:25:27,Semangka Tanpa Biji,Buah-buahan,20000,37,57,3.6,0
51364,1353,110,2,29500,QRIS,5,19,2026-04-09 19:31:10,Tomat Cherry,Sayuran,16000,44,64,3.9,0
51365,1228,137,4,180000,Transfer Bank,5,13,2026-01-06 13:52:26,Stroberi Organik,Buah-buahan,45000,12,43,4.61,1
51366,1101,103,1,9000,Transfer Bank,5,5,2026-03-22 05:56:00,Sawi Hijau Organik,Sayuran,10000,52,74,4.68,1
51367,1452,101,3,25500,COD,4,14,2026-01-23 14:32:40,Kangkung Organik,Sayuran,9000,38,80,4.27,1
51368,1237,126,1,15000,QRIS,3,18,2026-02-11 18:04:08,Pisang Cavendish,Buah-buahan,15000,44,71,3.74,0
51369,1068,114,4,36000,COD,2,4,2026-01-09 04:42:18,Terong Ungu,Sayuran,9000,91,76,4.02,0
51370,1257,158,1,19500,QRIS,5,15,2026-04-19 15:20:50,Bit Merah Organik,Umbi-umbian,22000,44,56,4.58,1
51371,1429,156,2,32000,QRIS,4,7,2026-06-19 07:06:23,Talas Bogor,Umbi-umbian,16000,66,76,3.9,0
51372,1196,138,1,16000,Transfer Bank,4,6,2026-06-23 06:09:13,Nanas Madu,Buah-buahan,18000,110,62,4.25,0
51373,1358,162,1,52000,QRIS,5,10,2026-04-18 10:03:47,Jamur Shiitake Organik,Jamur,52000,59,30,4.67,1
51374,1227,119,1,9500,QRIS,4,14,2026-05-07 14:21:26,Pakcoy Organik,Sayuran,11000,53,65,4.52,1
51375,1462,105,1,22000,Transfer Bank,5,8,2026-04-17 08:05:10,Brokoli Organik,Sayuran,22000,30,73,4.44,1
51376,1421,117,1,7500,QRIS,4,12,2026-02-06 12:10:03,Jagung Manis Organik,Sayuran,9000,11,72,4.35,1
51377,1057,160,2,70000,QRIS,4,8,2026-06-14 08:33:07,Jamur Tiram Organik,Jamur,35000,26,48,4.01,1
51378,1242,145,3,44500,QRIS,3,7,2026-03-08 07:55:16,Kencur Segar,Rempah,16000,57,79,4.0,0
51379,1452,157,1,16000,QRIS,4,5,2026-03-12 05:40:46,Kentang Granola,Umbi-umbian,18000,73,74,4.01,0
51380,1141,103,1,10000,QRIS,5,14,2026-05-19 14:12:50,Sawi Hijau Organik,Sayuran,10000,52,74,4.68,1
51381,1323,131,3,42000,QRIS,4,10,2026-02-23 10:57:15,Pepaya California,Buah-buahan,14000,38,74,4.12,0
51382,1314,118,1,7500,QRIS,4,12,2026-01-03 12:20:29,Pakcoy Segar,Sayuran,8000,111,85,3.91,0
51383,1266,122,1,8000,QRIS,3,8,2026-06-04 08:49:38,Kol Putih,Sayuran,8000,118,72,4.54,0
51384,1490,153,1,14000,QRIS,4,12,2026-05-26 12:52:13,Ubi Jalar Ungu,Umbi-umbian,14000,52,78,3.92,0
51385,1319,154,1,15500,QRIS,4,9,2026-04-20 09:55:13,Ubi Jalar Organik,Umbi-umbian,18000,16,62,4.14,1
51386,1213,130,1,28000,QRIS,5,13,2026-01-15 13:14:13,Jeruk Siam Organik,Buah-buahan,28000,36,69,4.6,1
51387,1166,111,1,20000,QRIS,5,18,2026-05-01 18:28:52,Tomat Cherry Organik,Sayuran,20000,33,63,4.49,1
51388,1173,135,4,88000,QRIS,3,17,2026-02-16 17:24:43,Buah Naga Merah,Buah-buahan,22000,117,60,3.87,0
51389,1152,145,1,15000,QRIS,4,14,2026-06-02 14:56:23,Kencur Segar,Rempah,16000,57,79,4.0,0
51390,1197,152,2,37000,QRIS,5,7,2026-05-23 07:56:08,Ubi Cilembu Premium,Umbi-umbian,20000,37,59,4.53,1
51391,1439,109,1,14000,Transfer Bank,4,18,2026-05-20 18:45:04,Selada Organik,Sayuran,14000,20,65,4.16,1
51392,1412,117,1,9000,QRIS,4,18,2026-02-16 18:17:01,Jagung Manis Organik,Sayuran,9000,11,72,4.35,1
51393,1207,108,5,51500,QRIS,3,15,2026-01-14 15:23:10,Selada Keriting,Sayuran,11000,43,83,3.98,0
51394,1280,163,2,55000,QRIS,3,15,2026-02-02 15:24:16,Jamur Kuping Hitam,Jamur,32000,32,65,4.17,0
51395,1436,102,2,17000,QRIS,4,15,2026-05-12 15:54:39,Sawi Hijau,Sayuran,8500,47,81,4.01,0
51396,1281,162,1,52000,QRIS,5,9,2026-04-24 09:31:29,Jamur Shiitake Organik,Jamur,52000,59,30,4.67,1
51397,1325,117,2,18000,Transfer Bank,5,8,2026-06-01 08:07:02,Jagung Manis Organik,Sayuran,9000,11,72,4.35,1
51398,1269,152,1,20000,QRIS,5,16,2026-01-01 16:09:18,Ubi Cilembu Premium,Umbi-umbian,20000,37,59,4.53,1
51399,1484,149,4,128000,Transfer Bank,3,8,2026-01-11 08:05:58,Bawang Putih,Rempah,32000,41,58,4.07,0
51400,1304,122,1,8000,QRIS,4,8,2026-01-13 08:02:21,Kol Putih,Sayuran,8000,118,72,4.54,0
51401,1154,135,2,37500,Transfer Bank,2,7,2026-02-11 07:37:26,Buah Naga Merah,Buah-buahan,22000,117,60,3.87,0
51402,1245,167,2,90000,COD,2,13,2026-01-10 13:49:47,Jamur Portobello,Jamur,45000,43,38,3.8,0
51403,1145,144,3,48000,QRIS,3,14,2026-04-04 14:49:47,Temulawak Segar,Rempah,18000,70,66,4.23,0
51404,1397,137,2,90000,Transfer Bank,5,22,2026-04-06 22:19:44,Stroberi Organik,Buah-buahan,45000,12,43,4.61,1
51405,1047,144,1,18000,COD,4,9,2026-01-26 09:53:32,Temulawak Segar,Rempah,18000,70,66,4.23,0
51406,1261,105,4,75500,QRIS,5,8,2026-02-23 08:30:49,Brokoli Organik,Sayuran,22000,30,73,4.44,1
51407,1192,151,2,30000,QRIS,5,18,2026-06-17 18:33:50,Ubi Cilembu,Umbi-umbian,15000,62,62,4.5,0
51408,1307,128,1,35000,Transfer Bank,4,10,2026-03-03 10:08:12,Mangga Gedong Gincu,Buah-buahan,35000,94,44,4.22,0
51409,1392,123,1,6000,Transfer Bank,4,16,2026-05-21 16:44:30,Kemangi Segar,Sayuran,6000,30,80,4.57,1
51410,1336,142,1,15000,Transfer Bank,3,6,2026-06-11 06:08:53,Kunyit Segar,Rempah,15000,62,72,4.29,0
51411,1439,156,1,14000,Transfer Bank,4,10,2026-04-18 10:42:08,Talas Bogor,Umbi-umbian,16000,66,76,3.9,0
51412,1232,158,5,110000,Transfer Bank,5,10,2026-04-16 10:08:19,Bit Merah Organik,Umbi-umbian,22000,44,56,4.58,1
51413,1036,102,1,8500,QRIS,5,8,2026-05-14 08:45:19,Sawi Hijau,Sayuran,8500,47,81,4.01,0
51414,1027,159,2,56000,COD,4,10,2026-01-10 10:00:11,Jamur Tiram Putih,Jamur,28000,64,51,4.07,0
51415,1042,155,4,32000,COD,3,19,2026-05-07 19:45:56,Singkong Segar,Umbi-umbian,8000,117,83,4.07,0
51416,1053,147,2,16000,QRIS,5,7,2026-05-02 07:23:00,Sereh Segar,Rempah,8000,102,83,4.52,0
51417,1331,133,2,80000,Transfer Bank,5,15,2026-05-10 15:24:12,Alpukat Organik,Buah-buahan,40000,25,42,4.23,1
51418,1309,105,5,104500,QRIS,4,12,2026-01-01 12:01:47,Brokoli Organik,Sayuran,22000,30,73,4.44,1
51419,1026,149,1,32000,COD,3,10,2026-02-13 10:24:58,Bawang Putih,Rempah,32000,41,58,4.07,0
51420,1422,135,5,110000,Transfer Bank,3,16,2026-03-05 16:06:09,Buah Naga Merah,Buah-buahan,22000,117,60,3.87,0
51421,1201,142,1,15000,Transfer Bank,4,11,2026-05-16 11:19:12,Kunyit Segar,Rempah,15000,62,72,4.29,0
51422,1202,141,1,28000,QRIS,5,14,2026-04-04 14:43:37,Jahe Merah Organik,Rempah,28000,18,59,4.37,1
51423,1210,153,3,42000,QRIS,3,17,2026-05-17 17:46:50,Ubi Jalar Ungu,Umbi-umbian,14000,52,78,3.92,0
51424,1038,145,2,32000,QRIS,3,14,2026-06-27 14:08:04,Kencur Segar,Rempah,16000,57,79,4.0,0
51425,1246,158,5,110000,QRIS,5,8,2026-04-16 08:01:16,Bit Merah Organik,Umbi-umbian,22000,44,56,4.58,1
51426,1009,133,2,80000,QRIS,5,20,2026-03-27 20:30:10,Alpukat Organik,Buah-buahan,40000,25,42,4.23,1
51427,1133,101,5,41500,Transfer Bank,4,11,2026-01-03 11:33:11,Kangkung Organik,Sayuran,9000,38,80,4.27,1
51428,1471,134,1,16000,QRIS,3,9,2026-01-26 09:47:53,Jambu Biji Merah,Buah-buahan,16000,37,66,3.93,0
51429,1145,164,1,25000,QRIS,5,11,2026-01-15 11:20:27,Jamur Enoki Segar,Jamur,25000,30,53,4.66,0
51430,1301,166,2,96000,QRIS,5,12,2026-01-14 12:42:40,Jamur King Oyster Organik,Jamur,48000,15,38,4.96,1
51431,1070,141,2,49000,QRIS,5,16,2026-01-18 16:14:36,Jahe Merah Organik,Rempah,28000,18,59,4.37,1
51432,1341,134,1,16000,COD,3,16,2026-05-27 16:20:08,Jambu Biji Merah,Buah-buahan,16000,37,66,3.93,0
51433,1275,107,1,15000,QRIS,5,8,2026-04-25 08:35:10,Wortel Baby Organik,Sayuran,15000,28,77,4.51,1
51434,1050,131,4,56000,QRIS,4,15,2026-04-14 15:04:04,Pepaya California,Buah-buahan,14000,38,74,4.12,0
51435,1127,166,1,41500,QRIS,5,10,2026-06-14 10:47:28,Jamur King Oyster Organik,Jamur,48000,15,38,4.96,1
51436,1049,110,1,16000,Transfer Bank,3,14,2026-02-03 14:16:22,Tomat Cherry,Sayuran,16000,44,64,3.9,0
51437,1263,113,2,64000,COD,3,9,2026-06-19 09:48:36,Cabai Rawit,Sayuran,32000,116,61,4.37,0
51438,1147,100,2,16000,Transfer Bank,4,9,2026-01-22 09:26:23,Bayam Hijau Segar,Sayuran,8000,83,75,4.15,0
51439,1331,162,2,104000,Transfer Bank,5,10,2026-01-27 10:41:18,Jamur Shiitake Organik,Jamur,52000,59,30,4.67,1
51440,1239,136,1,38000,Transfer Bank,2,19,2026-04-05 19:38:05,Stroberi Segar,Buah-buahan,38000,92,48,3.99,0
51441,1364,139,1,17500,QRIS,2,19,2026-01-23 19:12:46,Semangka Tanpa Biji,Buah-buahan,20000,37,57,3.6,0
51442,1410,127,1,28000,QRIS,4,8,2026-01-02 08:01:38,Mangga Harum Manis,Buah-buahan,28000,74,56,3.8,0
51443,1104,127,4,112000,QRIS,3,8,2026-02-19 08:41:43,Mangga Harum Manis,Buah-buahan,28000,74,56,3.8,0
51444,1205,100,3,24000,QRIS,4,6,2026-06-27 06:53:25,Bayam Hijau Segar,Sayuran,8000,83,75,4.15,0
51445,1011,166,4,178000,QRIS,5,7,2026-05-14 07:16:12,Jamur King Oyster Organik,Jamur,48000,15,38,4.96,1
51446,1348,150,1,28000,QRIS,4,7,2026-02-18 07:30:29,Cabai Kering,Rempah,28000,63,56,3.98,0
51447,1187,105,1,20500,QRIS,5,6,2026-01-16 06:17:06,Brokoli Organik,Sayuran,22000,30,73,4.44,1
51448,1064,167,1,41000,QRIS,2,21,2026-05-04 21:00:05,Jamur Portobello,Jamur,45000,43,38,3.8,0
51449,1023,135,1,22000,QRIS,3,9,2026-03-23 09:24:26,Buah Naga Merah,Buah-buahan,22000,117,60,3.87,0
51450,1172,136,1,34500,COD,3,9,2026-03-16 09:20:12,Stroberi Segar,Buah-buahan,38000,92,48,3.99,0
51451,1482,159,1,24500,QRIS,4,9,2026-04-21 09:58:32,Jamur Tiram Putih,Jamur,28000,64,51,4.07,0
51452,1411,138,1,18000,Transfer Bank,4,18,2026-02-10 18:33:29,Nanas Madu,Buah-buahan,18000,110,62,4.25,0
51453,1252,100,2,16000,QRIS,4,10,2026-04-26 10:15:05,Bayam Hijau Segar,Sayuran,8000,83,75,4.15,0
51454,1492,163,1,32000,QRIS,3,20,2026-01-17 20:12:31,Jamur Kuping Hitam,Jamur,32000,32,65,4.17,0
51455,1382,131,1,14000,Transfer Bank,4,8,2026-05-18 08:29:29,Pepaya California,Buah-buahan,14000,38,74,4.12,0
51456,1425,138,1,18000,Transfer Bank,4,14,2026-05-21 14:01:30,Nanas Madu,Buah-buahan,18000,110,62,4.25,0
